"chapter_id","scene_id","subsection","sequence","record_type","speaker","delivery_mode","text","background","environment","bgm","sfx","time_cue","direction","audio_direction"
"CH05","Scene06","小さな出来事","23","direction","","","夕方","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","evening","帰宅前の時間経過",""
"CH05","Scene07","言えないこと","1","direction","","","同日・夜","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","会社デスク背景を解除し、自宅へ戻る",""
"CH05","Scene07","言えないこと","2","narration","","","夕食の間、かなこは何度も和彦の顔を見ていた。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","家族三人を表示",""
"CH05","Scene07","言えないこと","3","dialogue","かなこ","","「お父さん、今日ずっと変」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","素朴に尋ねる",""
"CH05","Scene07","言えないこと","4","dialogue","和彦","","「少し考え事をしてただけだよ」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","普段どおりを装う",""
"CH05","Scene07","言えないこと","5","dialogue","かなえ","","「仕事のこと？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","和彦を見る",""
"CH05","Scene07","言えないこと","6","narration","","","和彦はすぐに答えず、足元の仕事用鞄へ視線を落とした。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","鞄を示す",""
"CH05","Scene07","言えないこと","7","dialogue","かなこ","","「あの便箋、今どこにあるの？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","鞄を見る",""
"CH05","Scene07","言えないこと","8","dialogue","和彦","","「鞄の中だ。かなこは触らなくていい」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","穏やかに答える",""
"CH05","Scene07","言えないこと","9","dialogue","かなこ","","「会社にも持っていったの？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","不安を見せる",""
"CH05","Scene07","言えないこと","10","dialogue","和彦","","「家に置いておきたくなかったんだ」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","検証したことは伏せる",""
"CH05","Scene07","言えないこと","11","narration","","","かなえは和彦の返事を聞き、何も言わずに鞄を見た。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","短い間",""
"CH05","Scene07","言えないこと","12","dialogue","かなえ","","「何かあったの？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","静かに確認する",""
"CH05","Scene07","言えないこと","13","narration","","","和彦はかなこの前で話すべきではないと思い、言葉を止めた。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","かなこへ視線を移す",""
"CH05","Scene07","言えないこと","14","dialogue","和彦","","「今は、まだうまく話せない」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","嘘はつかない",""
"CH05","Scene07","言えないこと","15","dialogue","かなえ","","「一人で決めないで」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","分析ではなく心配を示す",""
"CH05","Scene07","言えないこと","16","dialogue","和彦","","「心配をかけたくなかった」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","家族への配慮を明かす",""
"CH05","Scene07","言えないこと","17","dialogue","かなえ","","「黙って持っていかれる方が心配だよ」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","責めすぎず伝える",""
"CH05","Scene07","言えないこと","18","dialogue","かなこ","","「けんかしないで」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","二人を見比べる",""
"CH05","Scene07","言えないこと","19","dialogue","和彦","","「ごめん。けんかじゃないよ」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","かなこを安心させる",""
"CH05","Scene08","条件","1","narration","","","かなこが眠った後、かなえはリビングで和彦と向き合った。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","二人を表示",""
"CH05","Scene08","条件","2","dialogue","かなえ","","「あの便箋に、何をしたの」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","責めるより心配を示す",""
"CH05","Scene08","条件","3","narration","","","和彦は鞄を抱えたまま、しばらく答えられなかった。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","長めの間",""
"CH05","Scene08","条件","4","dialogue","和彦","","「便箋に、便箋の文章を消すよう書いた」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","事実だけを伝える",""
"CH05","Scene08","条件","5","dialogue","かなえ","","「書いたの？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","驚きを隠せない",""
"CH05","Scene08","条件","6","dialogue","和彦","","「二人に関係することは書いてない。誰かが傷つくことも」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","弁解ではなく配慮を示す",""
"CH05","Scene08","条件","7","dialogue","かなえ","","「そういう問題じゃないよ」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","声を荒らげない",""
"CH05","Scene08","条件","8","dialogue","和彦","","「分かってる。でも、これ以上二人に心配をかけたくなかった」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","視線を落とす",""
"CH05","Scene08","条件","9","narration","","","かなえは返事をせず、和彦が続きを話すのを待った。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","かなえを分析役にしない",""
"CH05","Scene08","条件","10","dialogue","和彦","","「古い文章は消えなかった。書いた命令も、そのまま残った」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","もともとの文章への干渉失敗",""
"CH05","Scene08","条件","11","dialogue","かなえ","","「それで終わりにしたの？」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","不安を示す",""
"CH05","Scene08","条件","12","dialogue","和彦","","「別の、小さなことを書いた。そっちは、書いた時刻に起きた」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","現象の詳細は繰り返さない",""
"CH05","Scene08","条件","13","dialogue","かなえ","","「何を書いたの」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","短く尋ねる",""
"CH05","Scene08","条件","14","dialogue","和彦","","「誰も傷つかないことだ。会社で、俺一人で確かめられること」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","家族を対象にしていないと伝える",""
"CH05","Scene08","条件","15","narration","","","和彦は便箋そのものへ向けた文章と、別の出来事を書いた文章で、結果が違ったことを話した。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","読み上げの反復を避ける",""
"CH05","Scene08","条件","16","dialogue","和彦","","「便箋そのものには効かなかった。でも、別のことは起きた」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","二つの結果を対比",""
"CH05","Scene08","条件","17","dialogue","和彦","","「書き方か、内容か……何か条件があるのかもしれない」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","完全理解にはしない",""
"CH05","Scene08","条件","18","narration","","","条件はまだ分からない。一度きりでは偶然も否定できない。それでも、何も起きなかったとは思えなかった。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","情報開示上限",""
"CH05","Scene08","条件","19","dialogue","かなえ","","「もう一人で試さないで」","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","心配する妻として伝える",""
"CH05","Scene08","条件","20","narration","","","和彦はすぐに答えられなかった。便箋は怖い。それでも、家族をこれ以上巻き込まないためには、自分で確かめるしかないと思い始めていた。","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","人物転換を章末に置く",""
"CH05","Scene08","条件","21","direction","","","第五章終了","assets/images/backgrounds/BG_CH2_KANAE_HOME_LIVING_DINING_NIGHT.png","","BGM_CH2_QUIET_ANXIETY","","night","暗転",""
